idAddresses,Country,City,Street,Appartment
113,RU,Samara,Main 102,141
114,CZ,Ostrava,Oak 58,64
115,FR,Marseille,Pine 151,146
116,ES,Valencia,River 24,39
117,ES,Bilbao,Sunset 98,114
118,SE,Stockholm,Cedar 98,22
119,RU,Novosibirsk,Pine 127,5
120,RU,Ufa,Cedar 93,15
121,NL,The Hague,Cedar 155,68
122,FR,Lyon,Green 75,142
123,US,Boston,Park 64,79
124,RU,Novosibirsk,Green 155,119
125,NL,Utrecht,Oak 40,124
126,ES,Seville,Sunset 135,108
127,DE,Frankfurt,Hill 71,122
128,RU,Yekaterinburg,Sunset 178,43
129,CZ,Brno,Main 152,74
130,ES,Madrid,Hill 144,116
131,CZ,Ostrava,Central 63,128
132,RU,Samara,Oak 62,86
133,NL,The Hague,Green 170,86
134,US,Miami,Park 141,126
135,RU,Perm,Hill 137,115
136,IT,Naples,Main 63,67
137,US,New York,Main 24,5
138,IT,Milan,Main 12,102
139,DE,Cologne,Green 137,132
140,RU,Perm,Main 158,67
141,FR,Paris,Park 1,69
142,PL,Wroclaw,Central 156,15
143,IT,Naples,Pine 152,87
144,NL,The Hague,Main 95,74
145,IT,Milan,Main 31,108
146,ES,Seville,Park 75,65
147,SE,Stockholm,Oak 101,16
148,RU,Samara,River 179,134
149,FR,Nice,Hill 33,4
150,PL,Poznan,Hill 96,70
151,IT,Rome,River 180,60
152,NL,Amsterdam,Green 200,126
153,RU,Yekaterinburg,Main 108,105
154,RU,Saint Petersburg,Sunset 181,3
155,PL,Krakow,Oak 111,16
156,ES,Barcelona,Central 137,18
157,PL,Krakow,Park 155,75
158,DE,Stuttgart,Hill 119,122
159,ES,Seville,Main 138,106
160,IT,Bologna,Central 21,114
161,RU,Ufa,Hill 130,106
162,ES,Valencia,Sunset 33,58
163,NL,Utrecht,Main 14,134
164,CZ,Prague,Main 26,18
165,RU,Moscow,Green 77,112
166,IT,Naples,River 111,13
167,ES,Valencia,Central 88,115
168,RU,Novosibirsk,Green 144,138
169,DE,Stuttgart,Park 85,118
170,PL,Gdansk,Sunset 37,94
171,RU,Samara,Main 35,61
172,RU,Ufa,Pine 145,108
173,RU,Kazan,Main 20,118
174,NL,Utrecht,Oak 124,40
175,IT,Bologna,Cedar 163,74
176,SE,Malmo,Hill 92,71
177,PL,Wroclaw,River 118,137
178,ES,Valencia,Cedar 72,102
179,CZ,Brno,Cedar 133,20
180,CZ,Prague,Hill 177,150
181,CZ,Ostrava,River 3,89
182,SE,Stockholm,Sunset 27,32
183,US,Los Angeles,Oak 99,97
184,CZ,Prague,Cedar 19,4
185,US,Miami,Sunset 99,154
186,ES,Valencia,Main 92,89
187,ES,Madrid,Oak 13,149
188,PL,Wroclaw,Oak 29,132
189,CZ,Ostrava,River 23,153
190,NL,The Hague,Oak 167,42
191,IT,Milan,Green 30,115
192,FR,Nice,Cedar 184,71
193,CZ,Brno,Sunset 66,42
194,RU,Moscow,Sunset 154,51
195,FR,Marseille,Cedar 64,79
196,FR,Toulouse,Park 149,93
197,PL,Warsaw,Green 30,154
198,RU,Saint Petersburg,Hill 90,116
199,DE,Berlin,Oak 69,87
200,ES,Barcelona,Main 124,31
201,NL,Amsterdam,Main 85,124
202,RU,Yekaterinburg,Oak 150,119
203,DE,Hamburg,Oak 34,134
204,FR,Lyon,Central 144,73
205,FR,Toulouse,Pine 142,124
206,RU,Novosibirsk,Main 69,86
207,CZ,Ostrava,Cedar 98,104
208,US,Phoenix,Pine 123,1
209,RU,Perm,Pine 197,87
210,US,New York,Central 24,74
211,US,Boston,Oak 46,153
212,DE,Berlin,Hill 186,38
213,SE,Malmo,Pine 141,111
214,FR,Lyon,Sunset 185,8
215,CZ,Ostrava,Hill 156,147
216,US,Seattle,Oak 161,45
217,NL,Utrecht,Hill 138,72
218,SE,Stockholm,Cedar 69,93
219,CZ,Ostrava,Central 199,68
220,CZ,Brno,Green 7,89
221,ES,Seville,Pine 8,73
222,FR,Marseille,Main 73,48
223,FR,Toulouse,Hill 71,131
224,DE,Munich,Hill 162,43
225,NL,Amsterdam,Main 60,135
226,NL,The Hague,Park 166,18
227,SE,Malmo,Green 59,71
228,ES,Madrid,Cedar 54,107
229,SE,Stockholm,Park 190,37
230,IT,Rome,Park 16,36
231,DE,Hamburg,River 45,44
232,PL,Gdansk,Green 4,2
233,PL,Wroclaw,Hill 112,5
234,US,Chicago,River 13,55
235,PL,Gdansk,Park 43,120
236,RU,Novosibirsk,River 122,121
237,US,New York,Hill 172,111
238,NL,Rotterdam,Central 161,103
239,CZ,Prague,Cedar 112,65
240,ES,Valencia,Pine 84,118
241,NL,Rotterdam,Main 76,89
242,PL,Warsaw,Green 53,94
243,NL,Rotterdam,Hill 155,135
244,ES,Valencia,Park 185,153
245,DE,Munich,Oak 29,140
246,PL,Wroclaw,River 53,17
247,PL,Gdansk,Central 84,2
248,PL,Poznan,Main 199,87
249,ES,Madrid,Sunset 132,153
250,NL,The Hague,Park 10,92
251,IT,Rome,Sunset 91,58
252,SE,Malmo,Pine 165,132
253,NL,The Hague,Green 41,142
254,RU,Moscow,Green 188,26
255,ES,Valencia,Main 135,39
256,RU,Ufa,Main 198,8
257,SE,Malmo,Pine 148,1
258,PL,Poznan,Oak 31,112
259,FR,Lyon,River 52,31
260,CZ,Brno,Sunset 129,149
261,IT,Naples,Hill 41,143
262,PL,Poznan,Oak 111,89
263,FR,Paris,Central 103,95
264,NL,The Hague,Park 133,20
265,PL,Wroclaw,Hill 99,137
266,FR,Lyon,Sunset 62,138
267,PL,Wroclaw,Green 89,99
268,US,Phoenix,Central 197,22
269,NL,Rotterdam,Pine 62,70
270,PL,Krakow,Hill 106,149
271,ES,Madrid,Oak 100,3
272,US,Seattle,Main 69,148
273,SE,Malmo,Green 169,94
274,RU,Samara,River 13,108
275,CZ,Brno,Oak 30,155
276,US,Boston,Central 192,58
277,CZ,Brno,Main 153,9
278,RU,Yekaterinburg,Park 32,58
279,IT,Milan,Central 94,111
280,RU,Kazan,Green 74,65
281,DE,Stuttgart,Main 108,111
282,FR,Paris,Central 105,67
283,DE,Frankfurt,Central 148,113
284,ES,Seville,Green 126,121
285,ES,Madrid,Pine 33,87
286,ES,Madrid,Cedar 92,7
287,PL,Poznan,Green 135,129
288,SE,Malmo,Central 105,69
289,PL,Gdansk,Green 149,78
290,CZ,Brno,Hill 105,100
291,SE,Stockholm,Oak 162,19
292,IT,Rome,Oak 130,135
293,US,Houston,Central 131,32
294,SE,Malmo,Central 154,57
295,RU,Moscow,Green 67,153
296,SE,Stockholm,Sunset 74,70
297,CZ,Prague,Sunset 166,111
298,FR,Toulouse,Main 127,129
299,SE,Malmo,Pine 7,47
300,NL,Utrecht,Oak 123,70
301,NL,Utrecht,Green 172,147
302,ES,Barcelona,Sunset 74,19
303,IT,Turin,River 19,58
304,RU,Moscow,Main 2,11
305,FR,Paris,Sunset 131,113
306,NL,Rotterdam,Hill 92,92
307,RU,Perm,Hill 69,143
308,NL,Rotterdam,Cedar 81,67
309,US,Chicago,Hill 7,98
310,NL,Amsterdam,Pine 107,72
311,US,Los Angeles,Pine 103,148
312,IT,Milan,Pine 166,83
313,NL,Amsterdam,Hill 40,92
314,CZ,Ostrava,Sunset 127,24
315,RU,Moscow,Pine 2,33
316,RU,Perm,Cedar 25,83
317,ES,Bilbao,Main 154,93
318,IT,Bologna,Sunset 6,69
319,US,Los Angeles,Oak 142,32
320,ES,Valencia,Main 168,15
321,US,Boston,River 59,52
322,NL,The Hague,Main 118,66
323,US,New York,Hill 196,72
324,RU,Saint Petersburg,Oak 120,75
325,IT,Rome,Park 131,110
326,IT,Naples,Cedar 68,40
327,IT,Naples,Central 37,31
328,FR,Nice,Cedar 105,102
329,US,Chicago,Pine 176,50
330,DE,Munich,Central 169,68
331,CZ,Brno,Pine 78,79
332,CZ,Brno,River 3,144
333,SE,Stockholm,River 156,54
334,IT,Naples,Hill 112,1
335,DE,Hamburg,Pine 24,114
336,CZ,Prague,Cedar 8,29
337,FR,Lyon,Pine 47,26
338,SE,Stockholm,Oak 1,59
339,CZ,Ostrava,Park 139,90
340,US,Seattle,Central 43,134
341,PL,Krakow,Pine 163,84
342,SE,Gothenburg,Green 57,82
343,FR,Paris,Green 177,43
344,RU,Samara,Park 108,118
345,DE,Stuttgart,River 123,125
346,RU,Kazan,Hill 54,54
347,RU,Samara,Sunset 153,2
348,ES,Seville,Park 8,97
349,FR,Marseille,Cedar 172,88
350,US,Miami,River 120,59
351,RU,Novosibirsk,Oak 145,147
352,US,Miami,Oak 91,36
353,RU,Perm,Sunset 39,127
354,IT,Rome,Park 169,104
355,DE,Frankfurt,Park 95,69
356,FR,Nice,Central 153,33
357,RU,Yekaterinburg,Main 17,62
358,RU,Ufa,River 74,111
359,FR,Marseille,Pine 101,66
360,PL,Krakow,Park 154,97
361,US,Phoenix,Main 159,128
362,ES,Bilbao,Sunset 108,141
363,CZ,Prague,Cedar 160,8
364,RU,Kazan,Sunset 8,25
365,DE,Frankfurt,Central 107,108
366,IT,Bologna,Cedar 79,71
367,FR,Paris,Hill 41,9
368,PL,Warsaw,Pine 125,77
369,FR,Paris,Park 58,41
370,SE,Malmo,Oak 181,135
371,IT,Naples,Central 98,116
372,ES,Madrid,Hill 83,16
373,SE,Malmo,Hill 93,69
374,DE,Stuttgart,Main 67,73
375,FR,Nice,Green 124,147
376,US,Boston,Hill 139,75
377,US,Miami,Main 18,139
378,ES,Valencia,Oak 20,60
379,PL,Warsaw,Park 57,14
380,RU,Perm,Cedar 43,80
381,FR,Nice,Central 9,142
382,IT,Rome,Sunset 130,71
383,CZ,Brno,Oak 13,108
384,FR,Paris,Cedar 83,62
385,ES,Barcelona,Park 10,106
386,SE,Malmo,Green 137,94
387,ES,Valencia,Hill 127,77
388,IT,Bologna,Green 2,60
389,CZ,Ostrava,Sunset 195,13
390,FR,Lyon,Pine 73,68
391,US,Chicago,Oak 167,56
392,DE,Cologne,Cedar 174,42
393,RU,Samara,Central 186,109
394,ES,Valencia,River 117,95
395,RU,Novosibirsk,Hill 32,2
396,RU,Yekaterinburg,Pine 28,116
397,DE,Cologne,Hill 77,63
398,CZ,Brno,Cedar 139,103
399,ES,Madrid,Cedar 137,114
400,PL,Gdansk,Main 99,115
401,ES,Seville,Central 2,5
402,DE,Cologne,Cedar 40,147
403,FR,Marseille,Oak 194,135
404,ES,Valencia,Oak 63,14
405,RU,Yekaterinburg,Central 36,46
406,CZ,Brno,Cedar 49,73
407,ES,Bilbao,Central 139,102
408,IT,Bologna,Oak 198,7
409,DE,Hamburg,Central 35,122
410,DE,Munich,Central 21,116
411,ES,Barcelona,Pine 162,99
412,DE,Frankfurt,Hill 128,108
413,RU,Yekaterinburg,Main 112,142
414,PL,Krakow,Park 11,124
415,DE,Hamburg,Hill 67,151
416,DE,Cologne,Hill 47,124
417,NL,Utrecht,River 18,86
418,FR,Nice,Central 12,87
419,NL,The Hague,Oak 93,9
420,IT,Turin,Hill 185,154
421,RU,Novosibirsk,Central 192,26
422,SE,Stockholm,Hill 38,86
423,NL,Utrecht,Cedar 70,54
424,RU,Novosibirsk,Sunset 151,153
425,FR,Toulouse,Pine 87,93
426,DE,Berlin,Oak 149,85
427,IT,Bologna,Park 18,2
428,IT,Bologna,Pine 21,104
429,CZ,Ostrava,Oak 85,142
430,PL,Poznan,Sunset 66,41
431,ES,Madrid,Cedar 157,97
432,IT,Bologna,Green 27,153
433,IT,Turin,Cedar 46,139
434,NL,The Hague,Cedar 39,138
435,DE,Cologne,Hill 149,140
436,FR,Marseille,Park 109,81
437,CZ,Ostrava,River 94,99
438,FR,Marseille,Sunset 129,151
439,IT,Bologna,Green 132,138
440,PL,Gdansk,Oak 42,109
441,CZ,Prague,Hill 22,71
442,IT,Turin,Hill 104,128
443,US,Los Angeles,Sunset 171,12
444,CZ,Ostrava,Green 30,46
445,ES,Madrid,Pine 74,146
446,RU,Perm,Pine 155,38
447,RU,Kazan,Cedar 138,100
448,IT,Rome,Cedar 88,134
449,CZ,Ostrava,Pine 84,124
450,DE,Stuttgart,Oak 126,16
451,IT,Turin,Oak 164,47
452,CZ,Prague,Main 161,88
453,ES,Barcelona,Oak 4,131
454,DE,Stuttgart,Main 130,18
455,ES,Madrid,Pine 163,12
456,PL,Warsaw,Central 25,13
457,NL,Rotterdam,Cedar 32,12
458,CZ,Prague,Sunset 77,45
459,SE,Gothenburg,Main 74,79
460,DE,Hamburg,Main 107,57
461,NL,The Hague,Green 97,17
462,DE,Munich,Central 164,71
463,FR,Lyon,Oak 24,33
464,ES,Bilbao,Green 164,33
465,DE,Hamburg,Cedar 32,154
466,FR,Paris,Park 32,5
467,PL,Warsaw,Central 33,85
468,FR,Lyon,Oak 188,128
469,IT,Naples,Pine 168,5
470,FR,Nice,Oak 115,91
471,ES,Seville,Park 107,108
472,US,Miami,Sunset 49,22
473,DE,Frankfurt,Oak 194,24
474,PL,Krakow,Green 118,95
475,US,Seattle,Central 11,151
476,NL,Amsterdam,River 138,92
477,ES,Bilbao,Oak 35,78
478,US,Los Angeles,Hill 24,66
479,CZ,Prague,Park 94,27
480,CZ,Prague,Oak 140,109
481,IT,Naples,Green 69,139
482,DE,Munich,Central 164,118
483,US,Boston,Central 198,120
484,DE,Cologne,River 185,74
485,ES,Madrid,Cedar 177,3
486,IT,Milan,Central 5,29
487,ES,Valencia,River 22,111
488,CZ,Ostrava,Central 1,44
489,NL,Utrecht,Oak 199,110
490,FR,Nice,Central 93,121
491,SE,Malmo,Park 1,130
492,DE,Cologne,Oak 175,47
493,RU,Samara,Central 70,36
494,RU,Novosibirsk,Park 40,53
495,FR,Paris,Sunset 137,147
496,FR,Toulouse,River 33,119
497,FR,Lyon,Oak 75,102
498,CZ,Ostrava,Park 170,20
499,DE,Munich,Hill 93,17
500,SE,Stockholm,Cedar 82,152
501,IT,Bologna,Green 97,11
502,RU,Samara,Park 36,49
503,SE,Malmo,Main 98,144
504,RU,Novosibirsk,Main 63,100
505,SE,Malmo,Cedar 190,15
506,ES,Valencia,Oak 128,155
507,SE,Gothenburg,Central 23,130
508,CZ,Ostrava,Sunset 25,57
509,SE,Malmo,Hill 159,98
510,SE,Gothenburg,Cedar 34,130
511,SE,Gothenburg,River 121,126
512,CZ,Ostrava,Main 171,128
513,SE,Malmo,Park 119,124
514,FR,Paris,Pine 178,147
515,PL,Krakow,Oak 200,32
516,ES,Seville,Sunset 11,98
517,PL,Gdansk,Hill 56,85
518,NL,Rotterdam,Oak 126,135
519,FR,Toulouse,Oak 40,62
520,US,Miami,Cedar 30,27
521,RU,Moscow,Green 109,114
522,IT,Bologna,River 63,137
523,ES,Valencia,Sunset 179,43
524,DE,Hamburg,Cedar 8,5
525,CZ,Prague,Sunset 64,116
526,SE,Malmo,Pine 105,62
527,NL,Amsterdam,Main 104,123
528,DE,Munich,Cedar 144,55
529,RU,Perm,Hill 8,33
530,US,Los Angeles,Cedar 113,114
531,RU,Novosibirsk,Green 183,122
532,FR,Nice,Oak 73,70
533,CZ,Ostrava,Cedar 69,61
534,PL,Wroclaw,Oak 90,142
535,DE,Berlin,Pine 79,28
536,ES,Bilbao,Central 63,77
537,IT,Rome,Park 191,148
538,SE,Malmo,Pine 162,137
539,FR,Toulouse,Pine 5,85
540,CZ,Ostrava,Park 63,103
541,PL,Wroclaw,River 130,37
542,RU,Yekaterinburg,Main 52,110
543,SE,Malmo,Green 188,96
544,PL,Gdansk,Cedar 63,41
545,US,Boston,Sunset 21,63
546,DE,Frankfurt,Main 77,112
547,ES,Valencia,Central 60,31
548,NL,Rotterdam,Oak 44,106
549,SE,Malmo,River 119,55
550,DE,Hamburg,Central 138,108
551,US,Chicago,Park 14,16
552,NL,The Hague,Park 172,82
553,RU,Moscow,Green 28,91
554,ES,Seville,Main 32,4
555,CZ,Ostrava,Oak 112,125
556,DE,Munich,Park 58,73
557,CZ,Brno,Hill 134,73
558,NL,Rotterdam,Sunset 193,150
559,PL,Wroclaw,Park 18,109
560,SE,Malmo,Pine 13,9
561,CZ,Brno,Cedar 174,20
562,FR,Toulouse,Sunset 192,109
563,NL,The Hague,Green 39,124
564,CZ,Prague,Park 125,142
565,US,Boston,Sunset 179,119
566,SE,Gothenburg,Park 177,92
567,PL,Gdansk,River 161,139
568,PL,Krakow,Cedar 122,15
569,ES,Seville,Green 161,58
570,NL,Utrecht,Green 138,54
571,ES,Seville,Main 200,154
572,US,Seattle,Hill 112,149
573,PL,Warsaw,Hill 92,90
574,FR,Toulouse,Sunset 183,5
575,DE,Cologne,Sunset 183,102
576,CZ,Ostrava,River 171,107
577,PL,Warsaw,Central 125,12
578,IT,Rome,Main 58,93
579,DE,Munich,Central 102,3
580,SE,Malmo,Park 6,36
581,PL,Poznan,Central 188,121
582,IT,Milan,Oak 158,50
583,DE,Frankfurt,Main 43,151
584,RU,Saint Petersburg,Park 115,83
585,CZ,Ostrava,Green 41,11
586,FR,Paris,Park 40,111
587,IT,Rome,Sunset 148,78
588,US,Boston,Sunset 84,70
589,PL,Krakow,Hill 181,63
590,SE,Gothenburg,Central 63,100
591,CZ,Brno,Cedar 121,97
592,ES,Madrid,Green 104,79
593,CZ,Ostrava,Pine 102,39
594,FR,Lyon,River 87,98
595,PL,Warsaw,Cedar 39,135
596,RU,Moscow,River 102,119
597,US,Chicago,Oak 118,63
598,FR,Marseille,Green 122,140
599,US,New York,Main 118,60
600,CZ,Ostrava,Pine 105,21
601,ES,Barcelona,Main 87,89
602,US,Miami,Cedar 117,12
603,SE,Gothenburg,Oak 26,107
604,SE,Malmo,River 98,77
605,PL,Krakow,River 29,119
606,DE,Stuttgart,Main 15,45
607,CZ,Ostrava,Oak 141,54
608,US,Los Angeles,Pine 193,101
609,PL,Warsaw,Pine 62,82
610,FR,Toulouse,Sunset 67,41
611,US,Boston,Pine 44,14
612,DE,Cologne,Hill 141,18
613,ES,Madrid,Park 77,109
614,PL,Wroclaw,Cedar 7,75
615,RU,Samara,Hill 156,40
616,NL,The Hague,Green 194,154
617,SE,Stockholm,Oak 56,124
618,DE,Munich,Pine 19,22
619,SE,Malmo,Hill 41,68
620,US,Houston,River 163,46
621,ES,Madrid,Cedar 156,108
622,IT,Turin,Cedar 160,14
623,CZ,Ostrava,Central 77,148
624,NL,The Hague,Oak 16,148
625,RU,Yekaterinburg,Sunset 23,77
626,RU,Samara,Main 181,81
627,PL,Wroclaw,Central 84,154
628,RU,Moscow,Green 122,112
629,US,New York,River 60,103
630,FR,Toulouse,Pine 168,149
631,PL,Wroclaw,Hill 157,17
632,SE,Gothenburg,Park 61,126
633,NL,Rotterdam,Cedar 121,132
634,US,Seattle,Hill 69,100
635,NL,Utrecht,Pine 79,125
636,FR,Lyon,Central 71,8
637,US,Seattle,Pine 125,88
638,US,Houston,Park 128,38
639,RU,Saint Petersburg,Cedar 72,45
640,IT,Rome,Cedar 90,93
641,IT,Bologna,Sunset 194,70
642,RU,Perm,Sunset 144,79
643,ES,Seville,Oak 45,109
644,PL,Wroclaw,Hill 3,133
645,FR,Nice,Park 160,92
646,US,Miami,Pine 135,33
647,RU,Saint Petersburg,Main 90,116
648,SE,Gothenburg,Central 117,126
649,IT,Rome,Central 112,155
650,IT,Naples,Main 106,126
651,ES,Valencia,Sunset 124,46
652,DE,Hamburg,Cedar 55,31
653,NL,Rotterdam,Main 67,134
654,NL,Utrecht,Pine 69,146
655,IT,Rome,Main 193,24
656,NL,Utrecht,Green 17,80
657,IT,Rome,Central 186,137
658,RU,Samara,Oak 143,127
659,DE,Cologne,Central 126,100
660,NL,Utrecht,Main 45,116
661,SE,Stockholm,Main 2,18
662,PL,Gdansk,Cedar 190,145
663,FR,Nice,Pine 12,103
664,US,Phoenix,Main 20,138
665,FR,Lyon,Park 49,140
666,NL,The Hague,Sunset 187,63
667,FR,Lyon,Hill 31,18
668,RU,Saint Petersburg,Main 5,53
669,US,Phoenix,Oak 51,27
670,SE,Malmo,Oak 128,85
671,NL,Amsterdam,River 142,92
672,ES,Bilbao,Main 199,52
673,DE,Stuttgart,River 200,24
674,SE,Gothenburg,Park 121,9
675,PL,Krakow,Main 61,68
676,NL,Amsterdam,Sunset 130,68
677,DE,Hamburg,Park 44,146
678,FR,Paris,Oak 132,55
679,CZ,Brno,Central 78,19
680,DE,Cologne,Main 189,155
681,FR,Nice,Oak 173,145
682,CZ,Prague,River 78,134
683,FR,Marseille,Sunset 49,154
684,RU,Saint Petersburg,Green 180,151
685,US,New York,River 130,39
686,FR,Toulouse,Green 166,33
687,CZ,Prague,Hill 188,90
688,DE,Stuttgart,Oak 24,33
689,US,Los Angeles,Green 61,148
690,RU,Ufa,Cedar 164,36
691,RU,Ufa,Pine 1,118
692,IT,Turin,Main 59,129
693,RU,Novosibirsk,Green 175,99
694,CZ,Ostrava,Green 97,60
695,CZ,Prague,Park 161,89
696,US,Los Angeles,Pine 112,112
697,DE,Stuttgart,Green 99,110
698,IT,Naples,Hill 94,122
699,NL,Amsterdam,Main 119,19
700,FR,Paris,Main 158,46
701,SE,Gothenburg,Main 11,36
702,CZ,Brno,Sunset 19,80
703,RU,Samara,Oak 95,97
704,FR,Lyon,Sunset 73,142
705,IT,Milan,Green 23,18
706,RU,Kazan,River 26,55
707,RU,Ufa,Sunset 58,73
708,DE,Munich,Green 82,86
709,RU,Samara,Sunset 35,127
710,IT,Naples,Main 138,112
711,PL,Krakow,Green 134,44
712,SE,Malmo,Sunset 173,104
713,DE,Munich,Green 78,93
714,ES,Valencia,Park 126,22
715,ES,Seville,River 51,75
716,NL,The Hague,Central 148,117
717,FR,Paris,Park 184,131
718,FR,Toulouse,Oak 79,112
719,DE,Hamburg,Sunset 30,102
720,RU,Kazan,River 28,23
721,DE,Munich,Park 6,25
722,RU,Kazan,River 107,138
723,US,Chicago,Cedar 200,10
724,DE,Frankfurt,Hill 61,70
725,PL,Poznan,Oak 7,85
726,ES,Valencia,Pine 2,129
727,SE,Stockholm,Central 103,114
728,ES,Madrid,Hill 29,7
729,DE,Stuttgart,Green 82,58
730,DE,Stuttgart,Hill 174,104
731,PL,Poznan,Central 121,16
732,IT,Turin,Hill 87,121
733,ES,Seville,Main 75,58
734,FR,Marseille,River 102,29
735,PL,Krakow,Central 78,146
736,CZ,Prague,River 51,3
737,DE,Munich,Green 173,75
738,CZ,Brno,Main 157,155
739,RU,Perm,River 20,116
740,US,Chicago,Pine 155,82
741,US,Los Angeles,River 195,40
742,NL,Utrecht,Green 175,29
743,FR,Lyon,Cedar 169,112
744,SE,Stockholm,Oak 105,63
745,DE,Berlin,River 126,62
746,SE,Stockholm,Sunset 185,85
747,FR,Paris,Green 68,60
748,SE,Stockholm,Green 3,37
749,US,Phoenix,Main 133,135
750,FR,Nice,Hill 200,114
751,RU,Kazan,Oak 74,49
752,DE,Cologne,Cedar 91,10
753,RU,Saint Petersburg,Sunset 3,142
754,SE,Malmo,Green 10,112
755,DE,Stuttgart,River 104,82
756,US,Seattle,Hill 141,108
757,PL,Gdansk,Oak 23,82
758,CZ,Ostrava,Green 178,114
759,US,Phoenix,Park 173,62
760,CZ,Brno,Central 178,67
761,RU,Moscow,Central 56,24
762,RU,Novosibirsk,Main 104,119
763,CZ,Brno,Green 63,141
764,RU,Samara,Cedar 111,88
765,CZ,Ostrava,Oak 6,84
766,SE,Malmo,Park 6,143
767,IT,Milan,Pine 161,121
768,IT,Rome,Park 10,92
769,CZ,Prague,Green 113,91
770,DE,Berlin,Park 131,147
771,PL,Warsaw,Cedar 189,153
772,DE,Berlin,Cedar 73,112
773,ES,Madrid,Green 83,77
774,SE,Malmo,Pine 170,95
775,ES,Barcelona,Sunset 88,86
776,NL,The Hague,River 164,154
777,FR,Toulouse,Cedar 55,149
